start,duration,text,valence,arousal
1485.19,4.839,clunk clunk clunk you back in my on the,0,0
1488.259,4.98,lands about time we take this happening,0,0
1490.029,4.98,I'm gonna I'm ready my boat okay it's,0,0
1493.239,3.3,yours back all right I'm gonna then,0,1
1495.009,3.691,stand up I'm sure to write in the back,0,1
1496.539,4.051,what I need to do remover as soon as he,0,1
1498.7,3.39,as soon as might as well turns,0,1
1500.59,8.309,we got a deal with this down all right,0,1
1502.09,9.799,here we go I tried to I try to 22 hit 22,0,1
1508.899,2.99,Wow,0,1
1513.73,5.76,eleven damaged night even night comes,0,1
1516.67,4.47,around air comes out see some threat has,0,1
1519.49,5.34,fighting the puncture a hole in it and,0,1
1521.14,5.58,feels him how many 11 points points of,0,1
1524.83,2.88,damage he's like ah an initiative guess,0,1
1526.72,7.55,well by everybody,0,1
1527.71,9.56,para hey initiative six eight again ten,0,1
1534.27,5.68,and he turns around and block size,0,1
1537.27,5.8,target,0,1
1539.95,5.91,and he's a god and he immediately,0,1
1543.07,6.06,screams in one two three four five runs,0,1
1545.86,7.4,rail comes over with this huge axis ah I,0,1
1549.13,8.94,knew there was something back here,0,1
1553.26,11.44,rolling on you knows a nineteen hit it's,0,1
1558.07,8.46,oh shit and he deals you nine points of,0,1
1564.7,4.47,damage this great x-wing comes around,0,1
1566.53,5.13,falls - it's just like his hat knocks,0,1
1569.17,4.5,the wind out of you half cuts you hoping,0,1
1571.66,5.13,he's like so ready to murder this guy,0,1
1573.67,4.32,he's killed before and you're just give,0,1
1576.79,3.24,me another one on the list if you don't,0,1
1577.99,4.14,do something soon technically you've got,0,1
1580.03,2.94,the surprise round on there it's,0,1
1582.13,4.47,actually your turn again,0,1
1582.97,6.84,I'm gonna use my action to disengage got,0,1
1586.6,5.46,it and then I'm gonna back away do it uh,0,1
1589.81,4.74,and then I'm gonna pop a health potion,0,1
1592.06,5.87,all right Bill Gates to return has a,0,1
1594.55,7.17,dear I walk five ten fifteen twenty,0,1
1597.93,6.31,thirty and a druid appears where the,0,1
1601.72,5.04,dear used to be I take my club and I,0,1
1604.24,4.59,cast shillelagh on it which turns it,0,1
1606.76,4.97,into a magic weapon it's like just like,0,1
1608.83,5.43,a and I'm gonna charge for it into him,0,1
1611.73,3.79,charging him and I'm gonna hit him with,0,1
1614.26,4.1,my story but as I'm doing I'm yelling,0,1
1615.52,5.34,I'm yelling do I be this nice and,0,1
1618.36,5.56,reckless and I'm taking my I'm doing,0,1
1620.86,8.88,full reckless attack here's been twenty,0,1
1623.92,6.87,three hits hits damage nineteen damage,0,1
1629.74,3.75,holy shit,0,1
1630.79,4.29,alright girls man the great sword just,0,1
1633.49,8.28,got to can you see like three of the,0,1
1635.08,10.5,plate Popoff is in blood replaces butter,0,1
1641.77,5.97,completely then this little guy he's,0,1
1645.58,8.31,like ah,0,1
1647.74,7.65,ah ah tops off like this and goodly it,0,1
1653.89,4.289,scoots all the way through the door oh,0,1
1655.39,4.2,no on his butt he's like ah didn't think,0,1
1658.179,2.161,thing and he's like knocking on the door,0,1
1659.59,4.95,it's locked,0,1
1660.34,7.86,didn't think think think huh oh it's mr.,0,1
1664.54,7.5,uh mr. Knight Stern looks at bran,0,1
1668.2,6.27,ah who has just messed as beautiful full,0,1
1672.04,6.09,plate of armor up his day up yeah and he,0,1
1674.47,8.76,takes his great act and go come down on,0,1
1678.13,11.46,you was nineteen head yes this huge ax,0,1
1683.23,9.06,comes down 13 points damage ouch,0,1
1689.59,5.219,I'm due hog ball volts you as hard as he,0,1
1692.29,4.5,can I'm just not gonna clean nor this,0,1
1694.809,3.301,guy hop over the wall step here and I'm,0,1
1696.79,4.639,gonna shoot an arrow right to the guy's,0,1
1698.11,8.19,back who's knocking on the door got it,0,1
1701.429,7.061,11 hit 720 damage,0,1
1706.3,3.87,arrow goes through his neck go through,0,1
1708.49,5.13,septic and he topples back down to the,0,1
1710.17,5.759,ground dead no dude actually not dead,0,1
1713.62,4.43,really anyways he's muy dead pretty hard,0,1
1715.929,5.011,it was a pretty easy shot,0,1
1718.05,4.69,barely it's barely him it's like a game,0,1
1720.94,3.81,of Jenga with his vertebrae and they're,0,1
1722.74,4.83,your basic your arrow it was like and,0,1
1724.75,8.07,perfectly knocked one out of the Jenga,0,1
1727.57,10.35,without toppling the tower just yeah no,0,1
1732.82,7.38,keys turn alright run full speed,0,1
1737.92,8.0,which I guess is just W all right I'm,0,1
1740.2,13.86,gonna reckless attack this mofo does a,0,1
1745.92,10.81,24 hit oh yeah 10 damage hmm 10 damage,0,1
1754.06,4.91,man you are brutalizing him mm-hmm,0,1
1756.73,5.61,and he takes his great acting is like,0,1
1758.97,8.89,you'll never reach the back entrance to,0,1
1762.34,10.35,the mansion he sort of like does does a,0,1
1767.86,6.72,uh 13 hit 13 in no no mrs. look you're,0,1
1772.69,7.05,no VIP I knew it,0,1
1774.58,8.16,hahahaha like all righty oh yeah,0,1
1779.74,6.83,Darien step right here turn around and,0,1
1782.74,3.83,shoot a nail right into his head,0,1
1787.23,8.14,21:23 our fighters,0,1
1789.01,13.05,it connects 13 when the damage Jenga,0,1
1795.37,9.06,Jenga master ok he's dead he falls over,0,1
1802.06,4.02,yeah you get the first movie that body,0,1
1804.43,2.73,and jumping over that wall and I jump,0,1
1806.08,2.79,over the wall immediately after it,0,1
1807.16,3.48,strength check romeo strengths check on,0,1
1808.87,2.85,that right now you gotta be inside look,0,1
1810.64,7.01,out get the e pose,0,1
1811.72,5.93,that's the 7/7 v guy goes like this,0,1
1820.71,7.65,perception 14 people are rapidly,0,1
1827.25,1.59,approaching the door on the other side,0,1
1828.36,3.18,yep,0,1
1828.84,4.23,oh wait oh you didn't okay I'm gonna,0,1
1831.54,3.54,sprint as fast as I can,0,1
1833.07,5.07,super as fast like he's like haha oh,0,1
1835.08,7.32,shit I run up I'm gonna grab strength,0,1
1838.14,5.7,check just rabbits legs wait you ran,0,1
1842.4,2.58,that far I ran the farther than get to,0,1
1843.84,6.18,grab them at all I guess we're not in,0,1
1844.98,7.56,initiative never mind fourteen you get,0,1
1850.02,4.62,it up on the edge and it's dumped along,0,1
1852.54,4.08,just falls over on its own and then I'm,0,1
1854.64,3.42,gonna hop over and lay down wait you're,0,1
1856.62,3.06,just okay well I'm gonna do the same,0,1
1858.06,2.97,already the same he goes who its bond,0,1
1859.68,2.46,I'm gonna drag this body back around,0,1
1861.03,2.55,here a little bit around here and I'm,0,1
1862.14,3.03,gonna quickly check it and see if,0,0
1863.58,3.48,there's anything up notes of keys of,0,0
1865.17,2.43,value anything like that on good good,0,0
1867.06,2.1,plan,0,0
1867.6,4.79,it's always better than yours Jacobs,0,0
1869.16,5.94,armors better oh yeah buddy two one Oh,0,0
1872.39,3.85,door busts open to these two guys who,0,0
1875.1,6.96,were loading the Craig come on Luke Oh,0,0
1876.24,7.86,what's all the real confused you know,0,0
1882.06,4.56,you see some pile on by different,0,0
1884.1,7.65,looking set of keys are the keys nice,0,0
1886.62,6.659,alright help over here did you guys run,0,0
1891.75,4.57,away,0,0
1893.279,4.931,okay as soon as they reach that point,0,0
1896.32,4.049,I'm gonna draw my bow and I'm just gonna,0,1
1898.21,4.139,take him I'm gonna hop or the wall and,0,1
1900.369,5.31,shut the door I'm gonna walk up to these,0,1
1902.349,5.221,guys not at all and like help the guard,0,1
1905.679,3.44,ran off in the guard ran off chasing,0,1
1907.57,3.779,someone I was waiting in the VIP line,0,1
1909.119,3.52,when he came when he went when he just,0,1
1911.349,2.731,ran up there were some brigands and he,0,1
1912.639,2.431,ran over there and he seemed like he,0,1
1914.08,3.99,needed some assistance,0,1
1915.07,5.659,he ran where si doubloons I loose my,0,1
1918.07,8.929,arrow at this guy's had a brigands of go,0,1
1920.729,11.231,13 days they're both a small tainted,0,1
1926.999,6.99,Jenga this guy right yeah right,0,1
1931.96,9.269,whistling my sword here where's my,0,1
1933.989,9.52,attacks here it's 16 23 hit 9 9 damage,0,1
1941.229,8.04,to him and he's like why you have your,0,1
1943.509,8.25,sword up and I'm pretty sure there's,0,1
1949.269,4.681,nobody in that room right now I cast,0,1
1951.759,4.201,past a lot of trace and everybody within,0,1
1953.95,6.029,30 feet of me so you guys stay a little,0,1
1955.96,7.01,close to me gets +10 stealth check bonus,0,0
1959.979,7.7,ease Louise all right lead the way,0,0
1962.97,4.709,your little star yeah it's good,0,0
1976.26,5.83,just yeah it's just these already,0,0
1980.44,5.1,burning it look at his hair starts oh,0,0
1982.09,15.32,yeah like a bruised why there's no way,0,0
1985.54,11.87,to can oh it's just a sec,0,0
